Submission_Type,Academic_Level,Primary_Language,Word_Count,Average_Sentence_Length,Grammar_Errors,Vocabulary_Richness,Passive_Voice_Ratio,Reading_Level,Editing_Time,Revision_Count,Typing_Speed,Plagiarism_Score,Citation_Count,Punctuation_Density,Sentence_Complexity,Font_Family,Submission_Hour,Errors_per_Word,Revisions_per_Word,Citations_per_Word,Is_AI_Assisted
Essay,Undergraduate,Non_Native,832,15.83,9,0.77,0.07,12.51,,20.0,44.32,0.58,3.0,0.02,1.6,Helvetica,10,0.010817307692307692,0.02403846153846154,0.003605769230769231,0
Essay,High_School,Native,1615,17.24,10,0.6,0.16,10.47,127.49,34.0,34.43,5.99,0.0,0.03,1.66,Times New Roman,19,0.006191950464396285,0.021052631578947368,0.0,0
Research_Paper,Postgraduate,Non_Native,765,16.57,11,0.69,0.19,10.41,218.3,23.0,69.27,25.58,14.0,0.04,1.01,Calibri,18,0.01437908496732026,0.030065359477124184,0.018300653594771243,0
Essay,High_School,Native,1168,17.04,5,0.6,0.31,10.27,167.25,21.0,35.34,8.01,3.0,0.02,1.99,Helvetica,2,0.004280821917808219,0.01797945205479452,0.0025684931506849314,0
Essay,Undergraduate,Native,888,16.69,6,0.61,0.1,8.82,123.73,29.0,35.29,9.42,4.0,0.03,1.0,Helvetica,22,0.006756756756756757,0.03265765765765766,0.0045045045045045045,0
Research_Paper,High_School,Native,910,16.05,10,0.52,0.12,11.82,222.76,22.0,49.73,3.8,16.0,0.03,3.18,Helvetica,7,0.01098901098901099,0.024175824175824177,0.017582417582417582,0
Research_Paper,Undergraduate,Native,1381,20.9,11,0.57,0.3,13.02,121.54,24.0,61.23,7.38,16.0,0.06,1.0,Helvetica,1,0.007965242577842143,0.017378711078928313,0.011585807385952208,0
Research_Paper,Undergraduate,Non_Native,1186,20.41,9,0.71,0.27,16.84,247.05,25.0,61.32,2.38,14.0,0.05,1.96,Calibri,2,0.007588532883642495,0.021079258010118045,0.011804384485666104,0
Literature_Review,Undergraduate,Native,2072,21.6,0,0.8,0.37,14.51,20.23,,0.0,0.44,12.0,0.07,2.24,Times New Roman,21,0.0,,0.005791505791505791,1
Lab_Report,Postgraduate,Non_Native,1484,20.93,6,0.43,0.18,12.45,240.41,30.0,35.69,18.85,2.0,0.01,2.47,Calibri,23,0.004043126684636119,0.02021563342318059,0.0013477088948787063,0
Research_Paper,High_School,Native,1051,20.45,3,0.62,0.16,7.52,97.21,26.0,25.96,10.8,19.0,0.01,1.0,Arial,2,0.0028544243577545195,0.024738344433872503,0.01807802093244529,0
Essay,Undergraduate,Native,1503,15.4,14,0.61,0.08,12.93,185.1,26.0,48.89,16.68,7.0,0.06,2.71,Calibri,14,0.009314703925482368,0.017298735861610112,0.004657351962741184,0
Essay,Undergraduate,Native,1135,16.51,4,0.67,0.11,8.9,181.42,22.0,49.67,19.42,2.0,0.05,1.59,Helvetica,15,0.003524229074889868,0.019383259911894272,0.001762114537444934,0
Research_Paper,Undergraduate,Native,1012,13.36,10,0.64,0.13,11.65,161.29,25.0,57.3,8.97,20.0,0.04,1.51,Arial,8,0.009881422924901186,0.024703557312252964,0.019762845849802372,0
Essay,Postgraduate,Non_Native,954,15.95,12,0.5,0.18,13.23,215.28,38.0,10.53,4.83,4.0,0.09,1.46,Helvetica,6,0.012578616352201259,0.039832285115303984,0.0041928721174004195,0
Essay,Undergraduate,Non_Native,802,14.28,11,0.76,0.19,14.35,,26.0,48.8,10.09,4.0,0.01,1.33,Times New Roman,11,0.01371571072319202,0.032418952618453865,0.004987531172069825,0
Essay,Undergraduate,Native,720,17.42,7,0.65,0.1,15.67,313.34,25.0,61.71,8.07,0.0,0.07,1.06,Calibri,14,0.009722222222222222,0.034722222222222224,0.0,0
Research_Paper,Postgraduate,Native,1354,20.46,6,0.7,0.05,12.77,114.65,15.0,47.39,9.2,14.0,0.07,1.11,Times New Roman,18,0.004431314623338257,0.011078286558345642,0.0103397341211226,0
Essay,Undergraduate,Non_Native,1897,27.56,4,0.52,0.19,12.17,106.24,29.0,,14.29,2.0,0.06,2.2,Arial,3,0.0021085925144965737,0.015287295730100159,0.0010542962572482868,0
Literature_Review,Undergraduate,Native,1174,14.78,7,0.6,0.3,13.98,159.46,16.0,36.25,0.05,31.0,0.07,1.0,Arial,1,0.00596252129471891,0.013628620102214651,0.026405451448040886,0
Essay,Undergraduate,Native,1284,19.58,44,0.56,0.21,11.85,1264.0,24.0,64.37,7.96,4.0,0.04,2.4,Helvetica,8,0.03426791277258567,0.018691588785046728,0.003115264797507788,0
Literature_Review,Undergraduate,Native,1967,25.01,5,0.55,0.23,8.26,131.12,19.0,63.15,7.45,33.0,0.03,1.51,Helvetica,0,0.002541942043721403,0.009659379766141332,0.01677681748856126,0
Lab_Report,Postgraduate,Non_Native,1252,15.05,6,0.54,0.25,7.12,177.16,19.0,60.7,,6.0,0.04,1.57,Arial,9,0.004792332268370607,0.015175718849840255,0.004792332268370607,0
Research_Paper,High_School,Non_Native,469,16.85,13,0.57,0.2,10.44,277.68,24.0,36.86,21.44,17.0,0.05,2.32,Helvetica,13,0.02771855010660981,0.0511727078891258,0.03624733475479744,0
Essay,Undergraduate,Non_Native,756,17.06,7,0.58,0.27,10.17,231.94,,25.99,13.04,3.0,0.07,1.03,Helvetica,14,0.009259259259259259,,0.003968253968253968,0
Research_Paper,High_School,Non_Native,1256,18.1,2,0.5,0.21,17.33,199.32,32.0,24.85,3.41,,0.07,1.28,Calibri,12,0.0015923566878980893,0.025477707006369428,,0
Research_Paper,Undergraduate,Native,1821,21.76,2,0.79,0.33,14.36,19.92,2.0,1200.0,1.21,10.0,0.09,2.48,Times New Roman,18,0.001098297638660077,0.001098297638660077,0.0054914881933003845,1
Research_Paper,High_School,Non_Native,1341,14.43,15,0.66,0.16,10.43,156.17,,,7.62,18.0,0.04,2.12,Helvetica,18,0.011185682326621925,,0.013422818791946308,0
Essay,Undergraduate,Non_Native,1359,25.86,1,0.74,0.35,13.3,2.73,4.0,1200.0,1.75,0.0,0.08,2.32,Arial,7,0.0007358351729212656,0.0029433406916850625,0.0,1
Literature_Review,High_School,Native,2127,19.17,5,0.4,0.24,11.4,120.81,21.0,39.89,23.55,32.0,0.1,1.38,Times New Roman,18,0.0023507287259050304,0.009873060648801129,0.015044663845792195,0
Essay,Postgraduate,Native,1653,13.62,9,0.53,0.2,12.49,149.82,22.0,61.47,,4.0,0.08,1.23,Helvetica,13,0.0054446460980036296,0.013309134906231096,0.0024198427102238356,0
Research_Paper,Undergraduate,Native,922,19.12,15,0.56,0.19,11.23,234.46,,72.36,5.26,18.0,0.11,1.55,Times New Roman,8,0.016268980477223426,,0.019522776572668113,0
Research_Paper,Postgraduate,Non_Native,1048,15.72,6,0.62,0.16,11.85,190.25,,33.12,6.7,16.0,0.05,1.4,Arial,19,0.0057251908396946565,,0.015267175572519083,0
Essay,High_School,Native,1098,15.54,6,0.48,0.1,9.92,126.29,14.0,,4.76,6.0,0.04,2.88,Times New Roman,12,0.00546448087431694,0.012750455373406194,0.00546448087431694,0
Lab_Report,Undergraduate,Native,890,12.84,8,0.74,0.21,10.07,165.52,24.0,,,,0.05,1.72,Calibri,21,0.008988764044943821,0.02696629213483146,,0
Essay,Undergraduate,Non_Native,1496,16.87,7,0.67,0.2,10.5,196.43,,33.16,4.65,3.0,0.04,1.28,Times New Roman,7,0.004679144385026738,,0.002005347593582888,0
Literature_Review,Undergraduate,Native,460,15.79,6,0.59,0.22,10.87,166.07,24.0,39.08,6.58,28.0,0.06,2.92,Arial,21,0.013043478260869565,0.05217391304347826,0.06086956521739131,0
Research_Paper,Undergraduate,Non_Native,1445,19.54,7,0.56,0.21,10.96,,32.0,22.96,19.45,21.0,0.04,1.51,Calibri,22,0.004844290657439446,0.022145328719723183,0.01453287197231834,0
Essay,Undergraduate,Native,1170,18.16,10,0.5,0.12,12.23,126.63,27.0,53.61,3.9,5.0,0.03,1.85,Helvetica,13,0.008547008547008548,0.023076923076923078,0.004273504273504274,0
Research_Paper,Undergraduate,Non_Native,1313,14.74,9,0.59,0.17,10.59,140.4,29.0,53.6,3.66,19.0,0.09,1.81,Calibri,14,0.006854531607006854,0.022086824067022087,0.014470677837014471,0
Essay,Undergraduate,Native,2171,12.85,9,0.67,0.09,9.99,,,46.92,18.38,2.0,0.04,2.22,Calibri,5,0.004145555043758637,,0.0009212344541685859,0
Research_Paper,High_School,Native,911,11.69,9,0.59,0.07,12.22,181.83,18.0,45.83,3.67,,0.05,2.33,Times New Roman,10,0.009879253567508232,0.019758507135016465,,0
Research_Paper,Undergraduate,Native,905,21.6,3,0.78,0.33,16.22,,2.0,1200.0,4.52,6.0,0.08,3.08,Times New Roman,5,0.0033149171270718232,0.0022099447513812156,0.0066298342541436465,1
Lab_Report,High_School,Native,1384,12.29,9,0.58,0.09,10.9,188.69,28.0,35.55,4.11,1.0,0.06,1.94,Times New Roman,11,0.006502890173410405,0.02023121387283237,0.000722543352601156,0
Research_Paper,Undergraduate,Native,1442,10.45,10,0.71,0.27,11.49,147.33,33.0,53.43,22.91,19.0,0.05,1.96,Calibri,18,0.006934812760055479,0.02288488210818308,0.013176144244105409,0
Lab_Report,Undergraduate,Non_Native,977,23.44,2,0.74,0.32,14.06,17.73,5.0,1200.0,,4.0,0.09,2.39,Helvetica,8,0.0020470829068577278,0.00511770726714432,0.0040941658137154556,1
Research_Paper,Undergraduate,Non_Native,1442,19.18,6,0.74,0.21,7.36,296.88,23.0,59.63,1.92,19.0,0.09,3.09,Helvetica,0,0.004160887656033287,0.0159500693481276,0.013176144244105409,0
Literature_Review,High_School,Non_Native,1584,18.59,6,0.64,0.11,10.88,141.5,,55.7,2.86,27.0,0.01,1.88,Calibri,15,0.003787878787878788,,0.017045454545454544,0
Research_Paper,Undergraduate,Native,1420,18.33,10,0.65,0.19,10.76,206.48,35.0,66.8,2.72,19.0,0.05,1.19,Arial,13,0.007042253521126761,0.02464788732394366,0.013380281690140845,0
Lab_Report,Undergraduate,Native,1041,16.96,9,0.52,0.08,9.41,163.02,,45.11,8.82,4.0,0.0,1.17,Calibri,8,0.008645533141210375,,0.0038424591738712775,0
Research_Paper,Undergraduate,Non_Native,1551,22.12,2,0.77,0.31,15.32,1.0,2.0,0.0,0.21,7.0,0.07,2.06,Arial,9,0.0012894906511927789,0.0012894906511927789,0.004513217279174726,1
Essay,Undergraduate,Non_Native,1566,16.34,10,0.52,0.11,11.04,201.27,25.0,48.75,5.43,5.0,0.05,2.34,Arial,3,0.006385696040868455,0.015964240102171137,0.0031928480204342275,0
Research_Paper,Postgraduate,Non_Native,1729,16.23,7,0.51,0.19,12.26,238.67,28.0,33.97,,18.0,0.06,1.91,Arial,4,0.004048582995951417,0.016194331983805668,0.010410641989589358,0
Lab_Report,Postgraduate,Native,1493,19.91,6,0.68,0.13,13.4,162.45,,19.52,5.52,4.0,0.04,1.0,Helvetica,21,0.004018754186202277,,0.0026791694574681848,0
Literature_Review,Undergraduate,Native,1410,19.63,8,0.75,0.08,9.24,97.11,25.0,38.65,1.42,31.0,0.02,2.0,Calibri,20,0.005673758865248227,0.01773049645390071,0.02198581560283688,0
Lab_Report,Undergraduate,Native,1126,20.55,9,0.59,0.13,10.07,180.88,24.0,24.38,1.9,0.0,0.08,1.02,Arial,18,0.007992895204262877,0.021314387211367674,0.0,0
Essay,Undergraduate,Native,995,14.36,13,0.61,0.3,6.37,259.52,27.0,35.04,3.1,2.0,0.08,2.12,Arial,7,0.01306532663316583,0.027135678391959798,0.0020100502512562816,0
Essay,Undergraduate,Non_Native,1324,16.08,7,0.71,0.26,11.86,285.08,25.0,8.24,7.95,2.0,0.05,2.15,Times New Roman,7,0.005287009063444109,0.0188821752265861,0.0015105740181268882,0
Lab_Report,Postgraduate,Native,791,13.2,9,0.54,0.19,7.25,131.56,28.0,43.46,20.0,5.0,0.06,2.66,Helvetica,12,0.011378002528445006,0.035398230088495575,0.006321112515802781,0
Lab_Report,Undergraduate,Native,1545,20.79,5,0.56,0.05,12.79,57.22,,26.59,3.49,5.0,0.06,1.91,Times New Roman,14,0.003236245954692557,,0.003236245954692557,0
Lab_Report,Undergraduate,Native,906,18.16,8,0.5,0.21,11.96,200.24,,17.69,9.04,4.0,0.05,2.17,Calibri,22,0.008830022075055188,,0.004415011037527594,0
Research_Paper,Undergraduate,Non_Native,1665,10.48,50,0.67,0.13,10.35,1261.47,24.0,65.63,19.61,17.0,0.04,1.66,Times New Roman,23,0.03003003003003003,0.014414414414414415,0.01021021021021021,0
Lab_Report,Undergraduate,Non_Native,1071,13.79,6,0.59,0.15,9.78,,28.0,24.33,2.27,6.0,0.05,1.87,Calibri,16,0.0056022408963585435,0.026143790849673203,0.0056022408963585435,0
Lab_Report,High_School,Native,1329,16.93,9,0.65,0.19,14.98,,29.0,46.77,2.34,3.0,0.04,1.0,Arial,19,0.006772009029345372,0.0218209179834462,0.002257336343115124,0
Essay,Undergraduate,Native,428,9.79,3,0.69,0.14,6.92,165.65,22.0,59.29,13.99,5.0,0.06,2.2,Arial,4,0.007009345794392523,0.0514018691588785,0.011682242990654205,0
Lab_Report,Postgraduate,Native,1311,14.1,9,0.6,0.13,5.77,178.81,,34.39,7.63,2.0,0.07,1.93,Arial,15,0.006864988558352402,,0.0015255530129672007,0
Research_Paper,High_School,Native,1327,21.09,0,0.75,0.37,15.24,20.82,3.0,1200.0,1.35,5.0,0.08,1.97,Arial,6,0.0,0.002260738507912585,0.0037678975131876413,1
Essay,Postgraduate,Native,874,16.82,7,0.59,0.19,11.41,147.71,26.0,54.56,1.77,3.0,0.03,2.05,Helvetica,1,0.008009153318077803,0.029748283752860413,0.003432494279176201,0
Essay,Undergraduate,Non_Native,922,18.26,11,0.55,0.06,9.36,269.58,36.0,29.37,,1.0,0.0,1.89,Arial,18,0.01193058568329718,0.039045553145336226,0.0010845986984815619,0
Lab_Report,High_School,Native,980,21.21,12,0.73,0.06,12.45,280.93,27.0,37.5,13.03,4.0,0.06,1.84,Times New Roman,4,0.012244897959183673,0.027551020408163266,0.004081632653061225,0
Research_Paper,Postgraduate,Native,1617,23.24,2,0.72,0.34,14.34,14.35,3.0,1200.0,0.38,7.0,0.08,2.64,Calibri,19,0.0012368583797155227,0.0018552875695732839,0.004329004329004329,1
Lab_Report,Undergraduate,Native,855,13.7,7,0.64,0.16,14.66,114.94,15.0,30.38,1.02,3.0,0.04,1.75,Helvetica,16,0.008187134502923977,0.017543859649122806,0.0035087719298245615,0
Research_Paper,Undergraduate,Native,1341,11.86,12,0.55,0.24,10.04,266.16,27.0,30.61,5.66,19.0,0.06,2.59,Helvetica,22,0.008948545861297539,0.020134228187919462,0.014168530947054437,0
Essay,Undergraduate,Non_Native,1143,22.33,1,0.75,0.39,13.89,32.99,4.0,0.0,2.72,3.0,0.08,2.54,Arial,16,0.0008748906386701663,0.003499562554680665,0.0026246719160104987,1
Research_Paper,Undergraduate,Native,1203,15.25,8,0.67,0.03,10.51,175.68,17.0,47.78,3.59,20.0,0.06,1.94,Times New Roman,20,0.006650041562759767,0.014131338320864505,0.01662510390689942,0
Essay,Undergraduate,Native,1220,15.11,8,0.54,0.11,7.71,,36.0,50.2,2.21,6.0,0.05,1.95,Calibri,9,0.006557377049180328,0.029508196721311476,0.004918032786885246,0
Research_Paper,Undergraduate,Native,1613,22.88,1,0.72,0.39,13.91,1.28,3.0,0.0,1.43,7.0,0.08,2.86,Times New Roman,10,0.0006199628022318661,0.0018598884066955983,0.0043397396156230625,1
Essay,Postgraduate,Native,1627,14.57,11,0.61,0.28,14.12,174.44,31.0,45.4,1.99,2.0,0.07,1.62,Times New Roman,0,0.006760909649661954,0.019053472649047325,0.001229256299938537,0
Essay,High_School,Native,1326,13.12,8,0.57,0.35,10.28,201.66,,47.75,9.39,0.0,0.06,1.54,Calibri,21,0.006033182503770739,,0.0,0
Literature_Review,Undergraduate,Native,318,18.02,3,0.71,0.13,5.75,237.9,21.0,53.14,,27.0,0.05,2.62,Helvetica,15,0.009433962264150943,0.0660377358490566,0.08490566037735849,0
Literature_Review,Undergraduate,Native,1244,21.24,9,0.58,0.11,12.31,172.34,,20.66,,29.0,0.01,2.32,Times New Roman,7,0.007234726688102894,,0.023311897106109324,0
Essay,Undergraduate,Non_Native,1547,18.37,14,0.5,0.03,13.81,83.17,24.0,25.22,1.25,3.0,0.08,1.05,Helvetica,5,0.00904977375565611,0.015513897866839044,0.0019392372333548805,0
Literature_Review,Postgraduate,Non_Native,900,13.11,7,0.64,0.17,7.64,323.38,32.0,0.0,0.14,30.0,0.07,1.96,Helvetica,4,0.0077777777777777776,0.035555555555555556,0.03333333333333333,0
Literature_Review,Undergraduate,Native,863,12.92,5,0.58,0.2,13.65,216.64,,24.4,12.16,29.0,0.04,2.11,Helvetica,15,0.005793742757821553,,0.03360370799536501,0
Essay,Undergraduate,Non_Native,629,9.99,7,0.66,0.24,9.44,151.97,24.0,36.01,0.6,,0.02,1.23,Times New Roman,18,0.011128775834658187,0.03815580286168521,,0
Literature_Review,High_School,Non_Native,1382,15.69,2,0.51,0.3,9.87,117.7,25.0,68.17,13.7,30.0,0.06,1.06,Arial,4,0.001447178002894356,0.01808972503617945,0.02170767004341534,0
Research_Paper,Undergraduate,Native,1249,10.74,14,0.65,0.29,10.6,102.26,20.0,77.59,0.28,13.0,0.05,1.1,Helvetica,5,0.01120896717373899,0.016012810248198558,0.010408326661329063,0
Essay,Undergraduate,Native,1432,25.09,15,0.59,0.1,10.11,146.9,29.0,69.74,0.88,4.0,0.03,1.88,Helvetica,15,0.01047486033519553,0.020251396648044692,0.002793296089385475,0
Essay,Undergraduate,Native,2046,14.76,5,0.71,0.18,7.63,183.78,35.0,46.38,0.62,7.0,0.06,2.91,Helvetica,10,0.0024437927663734115,0.01710654936461388,0.003421309872922776,0
Research_Paper,Undergraduate,Non_Native,797,23.72,13,0.67,0.27,12.08,55.5,27.0,47.02,6.52,17.0,0.03,2.04,Helvetica,18,0.01631116687578419,0.033877038895859475,0.02132998745294856,0
Research_Paper,High_School,Non_Native,1595,21.0,10,0.62,0.14,8.8,,24.0,32.42,3.18,17.0,0.03,1.54,Calibri,15,0.006269592476489028,0.015047021943573668,0.010658307210031349,0
Essay,High_School,Native,1593,13.31,10,0.52,0.13,12.42,,,41.1,1.17,0.0,0.0,1.0,Calibri,10,0.006277463904582548,,0.0,0
Essay,High_School,Non_Native,1329,22.58,1,0.71,0.33,13.13,3.48,0.0,1200.0,0.1,,0.08,2.27,Arial,15,0.0007524454477050414,0.0,,1
Essay,Postgraduate,Native,981,14.48,4,0.61,0.27,8.82,160.6,28.0,52.26,3.15,5.0,0.05,3.28,Helvetica,23,0.004077471967380225,0.02854230377166157,0.0050968399592252805,0
Lab_Report,Undergraduate,Native,1429,16.82,10,0.7,0.21,14.68,173.29,24.0,48.37,4.36,6.0,0.05,1.9,Calibri,11,0.006997900629811057,0.016794961511546535,0.004198740377886634,0
Essay,High_School,Non_Native,1574,22.19,3,0.77,0.37,11.67,2.43,,1200.0,1.55,2.0,0.09,2.73,Arial,12,0.0019059720457433292,,0.0012706480304955528,1
Research_Paper,Undergraduate,Non_Native,971,19.98,8,0.67,0.04,7.77,255.67,28.0,65.7,13.99,18.0,0.04,2.5,Times New Roman,22,0.008238928939237899,0.028836251287332648,0.018537590113285273,0
Lab_Report,Postgraduate,Native,1730,19.11,0,0.85,0.39,13.47,3.18,3.0,0.0,1.47,,0.1,2.47,Times New Roman,21,0.0,0.0017341040462427746,,1
Research_Paper,High_School,Native,1647,17.5,10,0.55,0.17,12.66,194.54,,42.18,9.65,,0.06,1.65,Helvetica,11,0.006071645415907711,,,0
Research_Paper,Undergraduate,Native,1869,18.93,6,0.71,0.25,12.85,218.41,24.0,52.37,,17.0,0.07,1.83,Calibri,3,0.0032102728731942215,0.012841091492776886,0.00909577314071696,0
Essay,Undergraduate,Native,512,23.47,9,0.53,0.24,11.18,,26.0,25.89,0.61,7.0,0.04,2.99,Arial,15,0.017578125,0.05078125,0.013671875,0
Research_Paper,High_School,Native,1610,18.54,12,0.53,0.2,11.55,161.8,18.0,70.2,1.13,15.0,0.0,1.74,Times New Roman,17,0.007453416149068323,0.011180124223602485,0.009316770186335404,0
Essay,Undergraduate,Native,438,19.52,9,0.61,0.33,10.31,336.88,25.0,50.76,25.18,,0.08,1.0,Arial,12,0.02054794520547945,0.05707762557077625,,0
Literature_Review,Undergraduate,Native,1522,17.85,4,0.64,0.1,12.17,94.27,31.0,33.22,20.32,28.0,0.03,2.37,Arial,18,0.002628120893561104,0.020367936925098553,0.018396846254927726,0
Essay,Undergraduate,Native,920,21.5,7,0.51,0.42,11.12,157.62,24.0,45.44,17.54,2.0,0.04,1.0,Calibri,1,0.007608695652173913,0.02608695652173913,0.002173913043478261,0
Literature_Review,High_School,Native,1936,11.11,8,0.57,0.19,8.95,245.36,28.0,38.84,0.01,27.0,0.05,1.76,Arial,1,0.004132231404958678,0.014462809917355372,0.013946280991735538,0
Research_Paper,High_School,Native,1208,18.33,2,0.62,0.07,11.35,292.43,29.0,53.21,24.38,19.0,0.06,2.78,Times New Roman,6,0.0016556291390728477,0.024006622516556293,0.015728476821192054,0
Essay,High_School,Native,996,17.26,14,0.63,0.23,12.21,212.49,24.0,31.7,2.85,9.0,0.08,1.85,Times New Roman,8,0.014056224899598393,0.024096385542168676,0.009036144578313253,0
Literature_Review,Undergraduate,Native,1159,21.2,1,0.82,0.42,13.62,1.07,2.0,0.0,,7.0,0.09,2.48,Times New Roman,2,0.0008628127696289905,0.001725625539257981,0.0060396893874029335,1
Research_Paper,Undergraduate,Non_Native,1069,21.06,6,0.54,0.13,15.46,180.92,25.0,40.28,4.25,17.0,0.07,1.9,Arial,17,0.005612722170252572,0.023386342376052385,0.015902712815715623,0
Research_Paper,High_School,Native,1550,14.95,2,0.64,0.24,11.71,129.28,,33.79,2.54,22.0,0.04,1.42,Times New Roman,5,0.0012903225806451613,,0.014193548387096775,0
Lab_Report,Undergraduate,Non_Native,1461,17.24,8,0.58,0.0,9.8,167.72,32.0,55.44,,4.0,0.01,1.51,Arial,8,0.0054757015742642025,0.02190280629705681,0.0027378507871321013,0
Lab_Report,Undergraduate,Native,1568,14.67,7,0.7,0.24,11.4,238.61,20.0,77.01,4.97,5.0,0.06,1.81,Helvetica,10,0.004464285714285714,0.012755102040816327,0.0031887755102040817,0
Essay,High_School,Native,773,10.21,10,0.44,0.19,9.68,299.57,23.0,71.24,1.31,4.0,0.05,2.32,Calibri,0,0.0129366106080207,0.029754204398447608,0.00517464424320828,0
Literature_Review,Undergraduate,Native,1675,11.49,10,0.64,0.24,17.24,248.44,30.0,38.03,0.78,29.0,0.05,2.59,Calibri,4,0.005970149253731343,0.01791044776119403,0.017313432835820895,0
Research_Paper,Undergraduate,Non_Native,1366,16.24,6,0.62,0.23,10.73,189.21,27.0,53.17,6.39,17.0,0.03,2.72,Times New Roman,16,0.004392386530014641,0.019765739385065886,0.012445095168374817,0
Research_Paper,Postgraduate,Non_Native,1086,15.99,11,0.71,0.18,9.66,112.68,22.0,62.63,0.1,18.0,0.06,1.58,Times New Roman,23,0.010128913443830571,0.020257826887661142,0.016574585635359115,0
Lab_Report,High_School,Native,517,24.06,2,0.76,0.44,11.84,8.28,3.0,1200.0,2.86,2.0,0.08,2.42,Helvetica,12,0.0038684719535783366,0.005802707930367505,0.0038684719535783366,1
Research_Paper,Undergraduate,Native,464,17.86,7,0.66,0.26,8.61,220.79,23.0,,24.19,20.0,0.07,2.13,Helvetica,22,0.015086206896551725,0.04956896551724138,0.04310344827586207,0
Lab_Report,Undergraduate,Native,1053,11.47,8,0.57,0.18,11.98,312.35,35.0,22.31,,2.0,0.08,1.0,Helvetica,18,0.007597340930674264,0.03323836657169991,0.001899335232668566,0
Literature_Review,Postgraduate,Native,1666,16.02,3,0.64,0.15,11.83,121.6,,46.02,4.84,30.0,0.04,2.15,Times New Roman,18,0.001800720288115246,,0.01800720288115246,0
Research_Paper,Undergraduate,Non_Native,1580,16.54,8,0.47,0.19,8.17,57.58,24.0,70.02,6.04,21.0,0.03,1.85,Calibri,23,0.005063291139240506,0.015189873417721518,0.013291139240506329,0
Research_Paper,Undergraduate,Native,1108,20.22,7,0.73,0.27,13.11,103.23,24.0,21.27,7.99,19.0,0.04,2.28,Times New Roman,15,0.00631768953068592,0.021660649819494584,0.017148014440433214,0
Essay,Undergraduate,Native,1159,23.91,0,0.72,0.38,13.61,8.0,3.0,1200.0,0.73,1.0,0.07,2.19,Helvetica,10,0.0,0.0025884383088869713,0.0008628127696289905,1
Essay,Undergraduate,Non_Native,1089,17.1,9,0.5,0.09,6.2,144.43,27.0,45.6,15.48,6.0,0.05,2.3,Arial,7,0.008264462809917356,0.024793388429752067,0.005509641873278237,0
Essay,Postgraduate,Native,1282,8.33,9,0.52,0.18,11.77,,24.0,32.8,8.76,1.0,0.03,1.12,Helvetica,3,0.0070202808112324495,0.0187207488299532,0.00078003120124805,0
Lab_Report,Undergraduate,Native,1498,16.16,7,0.61,0.02,12.91,281.05,18.0,36.04,8.75,,0.05,2.96,Arial,4,0.004672897196261682,0.012016021361815754,,0
Essay,Postgraduate,Native,1026,15.38,6,0.61,0.28,12.69,153.28,24.0,51.2,0.61,2.0,0.05,1.84,Times New Roman,6,0.005847953216374269,0.023391812865497075,0.001949317738791423,0
Research_Paper,High_School,Non_Native,819,16.49,8,0.73,0.12,11.36,165.04,,,0.44,19.0,0.04,2.19,Times New Roman,12,0.009768009768009768,,0.0231990231990232,0
Lab_Report,Undergraduate,Non_Native,1742,18.68,4,0.68,0.13,10.07,193.85,17.0,40.99,0.87,1.0,0.03,1.79,Arial,15,0.002296211251435132,0.00975889781859931,0.000574052812858783,0
